measurement_date,station_id,station_name,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,aqi_value,aqi_category,data_source,method,quality_flag,certified
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.971,µg/m³,75,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,11.18,µg/m³,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,55.648,ppb,73,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,20.095,ppb,70,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.307,ppb,78,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-21,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.6,ppm,71,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,12.129,µg/m³,65,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,18.505,µg/m³,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,29.2,ppb,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,17.172,ppb,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.259,ppb,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-22,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.295,ppm,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,16.414,µg/m³,89,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,24.552,µg/m³,66,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,34.269,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,5.068,ppb,17,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.094,ppb,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-23,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.508,ppm,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,8.143,µg/m³,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,9.014,µg/m³,24,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,41.203,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,13.279,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.617,ppb,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-24,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.196,ppm,23,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,10.572,µg/m³,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,10.778,µg/m³,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,35.448,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,20.931,ppb,73,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.593,ppb,85,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-25,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.397,ppm,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,0.0,µg/m³,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,23.938,µg/m³,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,26.853,ppb,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,6.118,ppb,21,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.988,ppb,71,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-26,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.087,ppm,10,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,12.121,µg/m³,65,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,25.017,µg/m³,67,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,44.032,ppb,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,15.415,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.965,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-27,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.333,ppm,39,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,4.764,µg/m³,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,35.554,µg/m³,96,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,32.665,ppb,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,8.844,ppb,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.988,ppb,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.524,ppm,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.385,µg/m³,72,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,16.858,µg/m³,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,35.717,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,9.553,ppb,33,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.793,ppb,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.576,ppm,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,8.945,µg/m³,48,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,15.857,µg/m³,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,40.052,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,9.666,ppb,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,0.0,ppb,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.332,ppm,39,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
