measurement_date,station_id,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,naaqs_standard,aqi_value,aqi_category,exceeds_naaqs,data_source,method,quality_flag,certified
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,6.389,µg/m³,12.0,53,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,24.406,µg/m³,150.0,16,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,26.589,ppb,70.0,37,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,18.236,ppb,100.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,1.48,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.236,ppm,9.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,10.348,µg/m³,12.0,86,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,0.0,µg/m³,150.0,0,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,16.988,ppb,70.0,24,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,13.171,ppb,100.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,2.199,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.354,ppm,9.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,2.724,µg/m³,12.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,12.611,µg/m³,150.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,42.695,ppb,70.0,60,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,17.574,ppb,100.0,17,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,2.081,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.628,ppm,9.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,10.829,µg/m³,12.0,90,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,13.118,µg/m³,150.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,34.634,ppb,70.0,49,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,6.063,ppb,100.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,SO2,Sulfur Dioxide,1.97,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,CO,Carbon Monoxide,0.62,ppm,9.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM2.5,Fine Particulate Matter,12.01,µg/m³,12.0,100,Moderate,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM10,Coarse Particulate Matter,28.594,µg/m³,150.0,19,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,O3,Ozone,34.365,ppb,70.0,49,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,NO2,Nitrogen Dioxide,22.007,ppb,100.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,SO2,Sulfur Dioxide,1.868,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,CO,Carbon Monoxide,0.685,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM2.5,Fine Particulate Matter,9.11,µg/m³,12.0,75,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM10,Coarse Particulate Matter,23.592,µg/m³,150.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,O3,Ozone,55.701,ppb,70.0,79,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,NO2,Nitrogen Dioxide,13.078,ppb,100.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,SO2,Sulfur Dioxide,2.362,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,CO,Carbon Monoxide,0.652,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM2.5,Fine Particulate Matter,8.655,µg/m³,12.0,72,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM10,Coarse Particulate Matter,8.99,µg/m³,150.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,O3,Ozone,63.716,ppb,70.0,91,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,NO2,Nitrogen Dioxide,11.475,ppb,100.0,11,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,SO2,Sulfur Dioxide,2.291,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,CO,Carbon Monoxide,0.628,ppm,9.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,6.705,µg/m³,12.0,55,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,11.243,µg/m³,150.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,41.045,ppb,70.0,58,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,3.8,ppb,100.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.755,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.464,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,8.093,µg/m³,12.0,67,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,7.387,µg/m³,150.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,57.13,ppb,70.0,81,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,14.801,ppb,100.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,3.817,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.373,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,5.592,µg/m³,12.0,46,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,20.438,µg/m³,150.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,35.411,ppb,70.0,50,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,7.369,ppb,100.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,3.864,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.308,ppm,9.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,1.655,µg/m³,12.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,28.063,µg/m³,150.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,31.948,ppb,70.0,45,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,10.675,ppb,100.0,10,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,0.0,ppb,75.0,0,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.733,ppm,9.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,3.913,µg/m³,12.0,32,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,18.921,µg/m³,150.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,48.951,ppb,70.0,69,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,16.646,ppb,100.0,16,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,SO2,Sulfur Dioxide,2.028,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,CO,Carbon Monoxide,0.114,ppm,9.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM2.5,Fine Particulate Matter,5.88,µg/m³,12.0,49,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM10,Coarse Particulate Matter,19.852,µg/m³,150.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,O3,Ozone,28.554,ppb,70.0,40,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,NO2,Nitrogen Dioxide,15.379,ppb,100.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,SO2,Sulfur Dioxide,2.918,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,CO,Carbon Monoxide,0.593,ppm,9.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM2.5,Fine Particulate Matter,4.173,µg/m³,12.0,34,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM10,Coarse Particulate Matter,34.316,µg/m³,150.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,O3,Ozone,47.21,ppb,70.0,67,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,NO2,Nitrogen Dioxide,14.19,ppb,100.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,SO2,Sulfur Dioxide,3.407,ppb,75.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,CO,Carbon Monoxide,0.846,ppm,9.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM2.5,Fine Particulate Matter,3.301,µg/m³,12.0,27,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM10,Coarse Particulate Matter,16.878,µg/m³,150.0,11,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,O3,Ozone,9.459,ppb,70.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,NO2,Nitrogen Dioxide,15.317,ppb,100.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,SO2,Sulfur Dioxide,2.538,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,CO,Carbon Monoxide,0.413,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,6.516,µg/m³,12.0,54,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,3.743,µg/m³,150.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,42.482,ppb,70.0,60,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,22.642,ppb,100.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.391,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.499,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,2.771,µg/m³,12.0,23,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,21.792,µg/m³,150.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,33.279,ppb,70.0,47,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,9.778,ppb,100.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,1.188,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.349,ppm,9.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,10.768,µg/m³,12.0,89,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,9.052,µg/m³,150.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,33.235,ppb,70.0,47,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,13.959,ppb,100.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,0.781,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.743,ppm,9.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,5.701,µg/m³,12.0,47,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,13.68,µg/m³,150.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,26.26,ppb,70.0,37,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,24.631,ppb,100.0,24,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,2.763,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.251,ppm,9.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,13.736,µg/m³,12.0,114,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,19.945,µg/m³,150.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,41.087,ppb,70.0,58,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,12.202,ppb,100.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,SO2,Sulfur Dioxide,1.201,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,CO,Carbon Monoxide,0.481,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM2.5,Fine Particulate Matter,6.965,µg/m³,12.0,58,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM10,Coarse Particulate Matter,31.581,µg/m³,150.0,21,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,O3,Ozone,22.769,ppb,70.0,32,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,NO2,Nitrogen Dioxide,23.11,ppb,100.0,23,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,SO2,Sulfur Dioxide,1.966,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,CO,Carbon Monoxide,0.474,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-05-19,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM2.5,Fine Particulate Matter,12.616,µg/m³,12.0,105,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
