measurement_date,station_id,station_name,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,aqi_value,aqi_category,data_source,method,quality_flag,certified
2022-04-27,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,1.067,ppb,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.402,ppm,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,15.438,µg/m³,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,17.778,µg/m³,48,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,55.44,ppb,79,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,18.215,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,2.21,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.185,ppm,22,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,8.013,µg/m³,22,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,38.244,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,10.461,ppb,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,2.122,ppb,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.466,ppm,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,9.412,µg/m³,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,18.273,µg/m³,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,23.625,ppb,33,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,NO2,Nitrogen Dioxide,26.373,ppb,92,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,2.224,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.48,ppm,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,13.189,µg/m³,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,21.502,µg/m³,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,38.577,ppb,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,16.588,ppb,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,SO2,Sulfur Dioxide,0.82,ppb,19,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-27,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.703,ppm,83,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.155,µg/m³,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,12.773,µg/m³,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,38.279,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,15.887,ppb,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.773,ppb,66,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.623,ppm,74,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,7.492,µg/m³,21,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,12.757,µg/m³,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,37.131,ppb,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,7.818,ppb,27,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,2.186,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.672,ppm,80,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,13.103,µg/m³,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,13.502,µg/m³,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,44.074,ppb,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,11.682,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,2.7,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.322,ppm,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,9.838,µg/m³,28,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,20.394,µg/m³,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,34.371,ppb,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,9.452,ppb,33,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,3.639,ppb,86,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.353,ppm,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,6.251,µg/m³,17,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,12.777,µg/m³,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,29.077,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,NO2,Nitrogen Dioxide,13.074,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,1.865,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.382,ppm,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,15.039,µg/m³,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,20.957,µg/m³,56,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,24.895,ppb,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,19.206,ppb,67,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,SO2,Sulfur Dioxide,1.989,ppb,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-28,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.175,ppm,20,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,14.046,µg/m³,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,27.927,µg/m³,75,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,36.491,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.691,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.507,ppb,83,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.768,ppm,91,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,6.349,µg/m³,18,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,4.453,µg/m³,12,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,63.375,ppb,90,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,17.549,ppb,61,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,4.225,ppb,100,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.271,ppm,32,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,9.213,µg/m³,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,16.506,µg/m³,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,22.137,ppb,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,3.397,ppb,11,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,0.129,ppb,3,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.275,ppm,32,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,9.703,µg/m³,27,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,22.509,µg/m³,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,28.193,ppb,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,12.285,ppb,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,3.894,ppb,92,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.344,ppm,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,15.35,µg/m³,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,13.166,µg/m³,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,24.389,ppb,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,NO2,Nitrogen Dioxide,12.129,ppb,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,1.341,ppb,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.184,ppm,21,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,10.237,µg/m³,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,28.98,µg/m³,78,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,29.94,ppb,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,12.34,ppb,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,SO2,Sulfur Dioxide,0.0,ppb,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-29,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.294,ppm,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.627,µg/m³,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,16.052,µg/m³,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,53.12,ppb,75,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,19.974,ppb,70,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.851,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.264,ppm,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,7.249,µg/m³,20,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,21.392,µg/m³,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,44.503,ppb,63,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,14.455,ppb,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,4.842,ppb,115,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.04,ppm,4,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,7.61,µg/m³,21,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,32.6,µg/m³,88,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,32.01,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,0.0,ppb,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,0.735,ppb,17,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,10.508,µg/m³,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,7.166,µg/m³,19,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,52.168,ppb,74,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,8.468,ppb,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,1.215,ppb,28,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.037,ppm,4,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,6.674,µg/m³,19,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-04-30,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,11.12,µg/m³,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
